taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	GTDB-tk Lineage	ANI Cluster ID	ANI Cluster Type	IMG Release/Pipeline Version	IMG Submission ID	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Comments	Funding Agency	High Quality	Has Coverage	Is Public	NCBI Taxon ID	Release Date	Strain	Submission Type	User Access	Alternative Contact Email	Alternative Contact Name	Alternative2 Contact Emails	Alternative2 Contact Names	Contact Email	Contact Name	Funding Program	Funding Year	Is Published	PMO Project ID	Pubmed ID	Relevance	NCBI Assembly Accession	NCBI Bioproject Accession	NCBI Biosample Accession	NCBI GenBank ID	Sequencing Depth	Sequencing Method	Sequencing Quality	Sequencing Status	Sequencing Strategy	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Biotic Relationships	Cell Arrangement	Cell Shape	Culture Type	Cultured	Diseases	Energy Source	Gram Staining	Metabolism	Motility	Oxygen Requirement	Phenotype	Sporulation	Temperature Range	Type Strain	Uncultured Type	Altitude In Meters	Chlorophyll Concentration	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation	Isolation Country	Latitude	Longhurst Code	Longhurst Description	Longitude	Nitrate Concentration	Oxygen Concentration	pH	Pressure	Salinity	Salinity Concentration	Sample Collection Date	Sample Collection Temperature	Subsurface In Meters	HMP ID	Hospital Visits	Host Gender	Host Name	Medical Record Number	Sample Body Site	Sample Body Subsite	Proportal Ecotype	Proportal Isolation	Proportal Ocean	Proportal Station	Proportal WOA Dissolved Oxygen	Proportal WOA Nitrate	Proportal WOA Phosphate	Proportal WOA Salinity	Proportal WOA Silicate	Proportal WOA Temperature	Genome Size   * assembled	Gene Count   * assembled	Scaffold Count   * assembled	Genome Bin Count   * assembled	CRISPR Count   * assembled	GC Count   * assembled	GC   * assembled	Coding Base Count   * assembled	Coding Base Count %   * assembled	Coding Base Count NP 	Coding Base Count NP % 	CDS Count   * assembled	CDS %   * assembled	RNA Count   * assembled	RNA %  * assembled	rRNA Count   * assembled	5S rRNA Count   * assembled	16S rRNA Count   * assembled	18S rRNA Count   * assembled	23S rRNA Count   * assembled	28S rRNA Count   * assembled	tRNA Count   * assembled	Other RNA Count   * assembled	Unchar Count 	Unchar % 	w/ Func Pred Count   * assembled	w/ Func Pred %   * assembled	w/o function prediction  * assembled	w/o function prediction %  * assembled	Orthologs Count	Orthologs %	Paralogs Count	Paralogs %	Revised Count 	Revised % 	Fused Count 	Fused % 	Fusion Component Count 	Fusion component % 	COG Count   * assembled	COG %   * assembled	KOG Count 	KOG % 	Pfam Count   * assembled	Pfam %   * assembled	TIGRfam Count   * assembled	TIGRfam %   * assembled	Enzyme Count   * assembled	Enzyme %   * assembled	KEGG Count   * assembled	KEGG %   * assembled	Not KEGG Count   * assembled	Not KEGG %   * assembled	KO Count   * assembled	KO %   * assembled	Not KO Count   * assembled	Not KO %   * assembled	MetaCyc Count   * assembled	MetaCyc %   * assembled	Not MetaCyc Count   * assembled	Not MetaCyc %   * assembled	IMG Term Count 	IMG Term % 	IMG Pathwawy Count 	IMG Pathway % 	IMG Parts List Count 	IMG Parts List % 	MyIMG Annotation Count	MyIMG Annotation %	Signal Peptide Count 	Signal Peptide % 	Transmembrane Count 	Transmembrane % 	Horizontally Transferred Count	Horizontally Transferred %	Genome Property Count 	Genome Property % 	Ortholog Group Count	Paralog Group Count	COG Cluster Count   * assembled	KOG Cluster Count 	Pfam Cluster Count   * assembled	TIGRfam Cluster Count   * assembled	IMG Cluster Count	IMG Cluster %	Biosynthetic Cluster Gene Count	Biosynthetic Cluster Gene %	Biosynthetic Cluster Count	Predicted Viruses  * assembled	Estimated Number of Genomes  * assembled	Estimated Average Genome Size  * assembled	Estimated number of genomes - Marker genes average  * assembled	Estimated number of genomes - Marker genes median  * assembled	Estimated number of genomes - Marker genes mode  * assembled	Standard deviation of marker gene counts  * assembled	JGI Project ID / ITS SP ID	ITS AP ID	ITS SP ID	ITS Proposal ID	JGI Data Utilization Status	GPTS Proposal ID	Number of Filtered Reads   * assembled	Number of Mapped Reads   * assembled	% Assembled Reads   * assembled	Total Filtered Bases   * assembled	Total Mapped Bases   * assembled	Average Coverage of Assembled Sequences   * assembled	
3300027857	*Microbiome	Permanent Draft	Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.	Surface soil microbial communities from Centralia Pennsylvania, which are recovering from an underground coalmine fire - Coalmine Soil_Cen01_05102014_R1 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027857	Environmental	Terrestrial	Soil	Unclassified	Unclassified	Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.		0	0	IMG Annotation Pipeline v.4.16.2	187151	Ga0209166	Metagenome Analysis	Gp0112852	Gs0114513	2018-05-12	spades v. 3.11.1				Yes	Yes	0	2018-07-11		Reanalysis				shade.ashley@gmail.com; tobinjan@suqu.edu	Ashley Shade; Tammy Tobin	shade.ashley@gmail.com	Ashley Shade	CSP	2015	Yes	0	30397342			PRJNA375299	SAMN06343827			Illumina HiSeq 2500-1TB	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Unclassified	Soil	Unclassified					No																USA: Pennsylvania, Centralia	Surface soil	Centralia Soil	USA	40.7999			-76.3402							2014/10/5			0											0	0	0	0	0	0	1359741791	2837012	2045837	10	862	835903583	61.48	1357967436	99.87	0	0	2823153	99.51	13859	.49	2117	288	632	50	1055	92	11742	0	0	0	1597455	56.31	1225698	43.2	0	0	0	0	0	0	0	0	0	0	1386394	48.87	0	0	1366401	48.16	0	0	584256	20.59	589679	20.79	2233474	78.73	972593	34.28	1850560	65.23	374711	13.21	2448442	86.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4488	0	8190	0	0	0	0	0	0	124	288	4721325	291.5	278	288	93.18	1064119	1165681	1064119	1834	Unrestricted		0	0	0	0	0	0	
3300002224	*Microbiome	Permanent Draft	Marine microbial communities from the Baltic Sea examining degradability of arctic, terrigenous carbon compounds in the sea	Marine microbial communities from the Baltic Sea - M1t6 BS2 (105N)	Karolinska Institutet	3300002224	Environmental	Aquatic	Marine	Oceanic	Unclassified	Marine microbial communities from the Baltic Sea examining degradability of arctic, terrigenous carbon compounds in the sea		0	0	0	28978	Ga0022193	Metagenome Analysis	Gp0084988	Gs0110183	2014-01-28		released per JGI data release policy			No	Yes	0	2019-11-01		Primary		daniel.herlemann@emu.ee	Daniel Herlemann	daniel.herlemann@emu.ee	Daniel P. Herlemann	daniel.herlemann@io-warnemuende.de, daniel.herlemann@emu.ee	Daniel Herlemann, Daniel P. Herlemann			No	0								Illumina HiSeq 2500		Complete	Metagenome	Environmental	Aquatic	Oceanic	Marine	Unclassified					No														1		Baltic Sea	Marine	Baltic Sea	Baltic Sea	58.133	NECS		10								10 C		0											0	0	0	0	0	0	117009831	561055	533392	0	14	55448264	47.39	116776203	99.8	0	0	559397	99.7	1658	.3	674	148	122	36	283	85	984	0	0	0	179861	32.06	379536	67.65	0	0	0	0	0	0	0	0	0	0	234160	41.74	0	0	167700	29.89	0	0	153655	27.39	156891	27.96	402506	71.74	241652	43.07	317745	56.63	112837	20.11	446560	79.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3856	0	4707	0	0	0	0	0	0	3	48	2437704	64.45	58	48	30.63	0	0	0				0	0	0	0	0	0	
3300005665	*Microbiome	Permanent Draft	Alkane-degrading methanogenic microbial community from enrichment	Alkane-degrading methanogenic microbial communities from enrichment of sediment from a hydrocarbon-contaminated ditch in Bremen, Germany	University of California, San Diego	3300005665	Engineered	Lab enrichment	Defined media	Anaerobic media	Unclassified	Alkane-degrading methanogenic microbial community from enrichment		0	0	0	63852	Ga0074127	Metagenome Analysis	Gp0115703	Gs0114765	2015-08-30	SPAdes	released per JGI data release policy			No	Yes	0	2019-11-01		Reanalysis		ddgalzerani@eng.ucsd.edu	Daniela Galzerani	ddgalzerani@eng.ucsd.edu	Daniela Galzerani	ddgalzerani@eng.ucsd.edu	Daniela Galzerani			No	0								Illumina MiSeq		Complete	Metagenome	Engineered	Lab enrichment	Anaerobic media	Defined media	Unclassified					No																Bremen, Germany	Sediment	Enrichment		53.079854			8.806667										0											0	0	0	0	0	0	50624176	74331	34216	0	92	28278425	55.85953	50501072	99.76	0	0	73567	98.97	764	1.03	112	28	40	0	43	1	652	0	0	0	41506	55.84	32061	43.13	0	0	0	0	0	0	0	0	0	0	48544	65.31	0	0	44326	59.63	0	0	18735	25.2	19949	26.84	53618	72.13	34062	45.82	39505	53.15	11590	15.59	61977	83.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3700	0	4051	0	0	0	0	0	0	6	10	5062417	13.26	13	10	4.46	0	0	0				0	0	0	0	0	0	
3300027844	*Microbiome	Permanent Draft	Marine microbial communities from western Arctic Ocean	Marine microbial communities from western Arctic Ocean - ArcticOcean_MG_CB4_134 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027844	Environmental	Aquatic	Marine	Oceanic	Unclassified	Marine microbial communities from western Arctic Ocean		0	0	IMG Annotation Pipeline v.4.16.2	187434	Ga0209501	Metagenome Analysis	Gp0134351	Gs0118432	2018-05-12	spades v. 3.11.1				Yes	Yes	0	2018-07-11		Reanalysis				david.walsh@concordia.ca; connie.lovejoy@bio.ulaval.ca	David Walsh; Connie Lovejoy	david.walsh@concordia.ca	David Walsh	CSP	2015	Yes	0	30271971			PRJNA367433	SAMN06267284			Illumina HiSeq 2500-1TB	Level 1: Standard Draft	Complete	Metagenome	Environmental	Aquatic	Oceanic	Marine	Unclassified					No														208		Arctic Ocean: Canada Basin	Marine	Canada Basin,western Arctic Ocean	Arctic Ocean	75.2588			-156.0227							2015/10/7			0											0	0	0	0	0	0	1473068934	2851695	1857786	45	1006	679482232	46.13	1470085447	99.8	0	0	2827549	99.15	24146	.85	2646	484	750	109	1113	190	21500	0	0	0	1603002	56.21	1224547	42.94	0	0	0	0	0	0	0	0	0	0	1425687	49.99	0	0	1417576	49.71	0	0	717279	25.15	729502	25.58	2098047	73.57	1081467	37.92	1746082	61.23	489339	17.16	2338210	81.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4233	0	6734	0	0	0	227	.01	11	3	499	2952041	527.15	499	0	194.82	1102106	1166017	1102106	2011	Unrestricted		0	0	0	0	0	0	
3300017831	*Microbiome	Permanent Draft	Acidic sediment microbial communities from Fankou mine tailing, Shaoguan, Guangdong, China	Acidic sediment microbial communities from Fankou mine tailing, Shaoguan, Guangdong, China. Combined Assembly of 5 sequencing projects	Beijing Novogene Bioinformatics Technology Co., Ltd	3300017831	Environmental	Aquatic	Sediment	Unclassified	Unclassified	Acidic sediment microbial communities from Fankou mine tailing, Shaoguan, Guangdong, China		0	0	IMG Annotation Pipeline v.4.15.1	130666	Ga0189856	Combined Assembly	Gp0214349	Gs0129075	2017-05-19	SPAdes v3.9.0	released by JGI data releasing policy			Yes	Yes	0	2021-03-03		Primary		luozhh7@mail2.sysu.edu.cn	zhenhao luo	luozhh7@mail2.sysu.edu.cn	zhenhao luo	luozhh7@mail2.sysu.edu.cn	zhenhao luo			No	0								Illumina HiSeq 2500	Level 2: High-Quality Draft	Complete	Metagenome	Environmental	Aquatic	Unclassified	Sediment	Unclassified					No																Fankou, Shaoguan, Guangdong, China	acidic sediment	mine tailing sediment	China	n/a			n/a										0											0	0	0	0	0	0	159532599	260277	136142	0	5586	74426276	46.65	159010668	99.67	0	0	255845	98.3	4432	1.7	434	94	118	7	201	14	3998	0	0	0	260277	100	-4432	-1.7	0	0	0	0	0	0	0	0	0	0	129649	49.81	0	0	123823	47.57	0	0	53768	20.66	54841	21.07	201004	77.23	91059	34.99	164786	63.31	34181	13.13	221664	85.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3590	0	5272	0	0	0	0	0	0	0	0	0	37.61	27	23	23.09	0	0	0				0	0	0	0	0	0	
3300003115	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Los Rueldos abandoned Hg mine in Spain	Acid mine drainage microbial communities from Los Rueldos abandoned mercury mine in Spain - Sample B2A	Institute of Catalysis, The Higher Council for Scientific Research (CSIC)	3300003115	Environmental	Aquatic	Freshwater	Groundwater	Acid Mine Drainage	Acid mine drainage microbial communities from Los Rueldos abandoned Hg mine in Spain		0	0	0	45587	Ga0052267	Metagenome Analysis	Gp0097859	Gs0111449	2014-07-31		Made public because these are downloaded from Genbank			No	Yes	0	2014-08-01		Primary		jmallajosyula@lbl.gov	Jyothi Mallajosyula	mferrer@icp.csic.es	Manuel Ferrer	mferrer@icp.csic.es	Manuel Ferrer			Yes	0	24430486			PRJNA193665		AUZZ00000000	1x	454		Complete	Metagenome	Environmental	Aquatic	Groundwater	Freshwater	Acid Mine Drainage					No														.03 to .5		Mogao stream, Los Rueldos, Spain	Acid mine drainage	Mogao stream, Los Rueldos, Spain	Spain	43.25			-5.7666667							2010/6/1			0											0	0	0	0	0	0	10850070	19390	11600	2	2	6754575	62.25	10816413	99.69	0	0	19162	98.82	228	1.18	33	5	10	0	18	0	195	0	0	0	10786	55.63	8376	43.2	0	0	0	0	0	0	0	0	0	0	12756	65.79	0	0	11785	60.78	0	0	5410	27.9	5367	27.68	13795	71.14	9298	47.95	9864	50.87	3769	19.44	15393	79.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2593	0	2689	0	0	0	0	0	0	0	0	0	3.59	3	2	2.06	0	0	0				0	0	0	0	0	0	
3300002465	*Microbiome	Permanent Draft	Freshwater lake biofilm microbial communities from  Frasassi caves, Italy in anoxic conditions	Anoxic frehswater biofilm from Lago dell Orsa, Frasassi caves, Italy	Pennsylvania State University	3300002465	Environmental	Aquatic	Freshwater	Microbialites	Unclassified	Freshwater lake biofilm microbial communities from  Frasassi caves, Italy in anoxic conditions		0	0	0	34973	Ga0023037	Metagenome Analysis	Gp0085334	Gs0046965	2014-03-11		released per JGI data release policy			Yes	Yes	0	2019-11-01		Primary		jmallajosyula@lbl.gov	Jyothi Mallajosyula	jlm80@psu.edu	Jennifer Macalady	jlm80@psu.edu	Jennifer Macalady			No	0								Illumina		Complete	Metagenome	Environmental	Aquatic	Microbialites	Freshwater	Unclassified					No																Frasassi Caves, Italy	Freshwater lake 	Lago dell Orsa, Frasassi caves , Italy	Italy	43.3833			12.95										0											0	0	0	0	0	0	631785215	1386553	1071183	9	312	317627729	50.27	630405730	99.78	0	0	1377178	99.32	9375	.68	1936	297	566	8	1062	3	7439	0	0	0	569453	41.07	807725	58.25	0	0	0	0	0	0	0	0	0	0	742910	53.58	0	0	665725	48.01	0	0	290931	20.98	297451	21.45	1079727	77.87	500675	36.11	876503	63.21	201390	14.52	1175788	84.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4495	0	5377	0	0	0	0	0	0	61	160	3948657	170.96	160	0	72.78	0	0	0				0	0	0	0	0	0	
2228664046	*Microbiome	Permanent Draft	Deep Underground Science and Engineering Laboratory groundwater microbial communities from South Dakota, US	Mine drainage microbial communities from Lead, South Dakota, sample HS4850W040511	University of Florida	2228664046	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	Deep Underground Science and Engineering Laboratory groundwater microbial communities from South Dakota, US		0	0	0	6628	Ga0011247	Metagenome Analysis	Gp0052588	Gs0051017	2011-11-20		released per PI			No	Yes	0	2019-09-30		Primary		dave.bergmann@bhsu.edu	David Bergmann	dave.bergmann@bhsu.edu	David Bergmann	dave.bergmann@bhsu.edu	David Bergmann			No	0								454 GS FLX Titanium		Complete	Metagenome	Environmental	Aquatic	Groundwater	Freshwater	Unclassified					No														1478	1615	USA: Maryland: Natonal Institute of Health	Deep Underground Science and Engineering Laboratory groundwater	drainage ditch near crosscut to 17 ledge motor barn and shops		39.0042816			-77.1012173			8.84				2011/4/5	20 C		0											0	0	0	0	0	0	5967802	10856	6713	1	5	2863481	47.98	5929223	99.35	0	0	10646	98.07	210	1.93	67	9	15	0	43	0	143	0	0	0	6035	55.59	4611	42.47	0	0	6547	60.31	0	0	0	0	0	0	5644	51.99	0	0	5537	51	0	0	2372	21.85	2574	23.71	8072	74.36	4241	39.07	6405	59	1723	15.87	8923	82.19	0	0	0	0	0	0	0	0	2535	23.35	1843	16.98	0	0	0	0	0	0	1847	0	2152	940	0	0	0	0	0	1	0	0	2.77	3	2	1.53	0	0	0				0	0	0	0	0	0	
2140918030	*Microbiome	Permanent Draft	Freshwater lake biofilm microbial communities from  Frasassi caves, Italy in anoxic conditions	Anoxic freshwater biofilm from cave wall in Lago Infinito, Frasassi caves, Italy	Pennsylvania State University	2140918030	Environmental	Aquatic	Freshwater	Microbialites	Unclassified	Freshwater lake biofilm microbial communities from  Frasassi caves, Italy in anoxic conditions		0	0	0	2469	Ga0011115	Metagenome Analysis	Gp0052283	Gs0046965	2011-03-29	Unknown	released per JGI data release policy			No	Yes	0	2019-11-01		Primary		Ioanna.Pagani@thermofisher.com	Ioanna Pagani	jlm80@psu.edu	Jennifer Macalady	jlm80@psu.edu	Jennifer Macalady			No	0								454 GS FLX		Complete	Metagenome	Environmental	Aquatic	Microbialites	Freshwater	Unclassified					No																Italy: Marche	Freshwater lake 	Lago Infinito, Frasassi caves, Italy	Italy	43.427592			12.93869										0											0	0	0	0	0	0	88283193	178857	346623	0	70	45287880	51.3	88110103	99.8	0	0	177497	99.24	1360	.76	409	16	144	6	243	0	951	0	0	0	70949	39.67	106548	59.57	0	0	42757	23.91	0	0	0	0	0	0	71957	40.23	0	0	64372	35.99	0	0	30839	17.24	31618	17.68	145879	81.56	48919	27.35	128578	71.89	20924	11.7	156573	87.54	0	0	0	0	0	0	15	.01	26245	14.67	13782	7.71	0	0	0	0	0	0	3255	0	3842	835	0	0	0	0	0	0	0	0	18.55	17	18	11.92	0	0	0				0	0	0	0	0	0	
3300023183	*Microbiome	Permanent Draft	Wastewater microbia communities from Base Mine Lake, Ft. McMurray, Alberta, Canada	Wastewater microbial communities from Base Mine Lake, Ft. McMurray, Alberta, Canada - Surface, March 2017	University of Calgary	3300023183	Engineered	Built environment	Tailings pond	Unclassified	Unclassified	Wastewater microbia communities from Base Mine Lake, Ft. McMurray, Alberta, Canada		0	0	IMG Annotation Pipeline v.4.16.0	179634	Ga0255841	Metagenome Analysis	Gp0294137	Gs0133502	2018-02-17	SPAdes v. 3.8.0-Linux	released by JGI data releasing policy			No	Yes	0	2021-03-03		Primary		dunfield.bio@gmail.com	Dunfield Laboratory	dunfield.bio@gmail.com	Dunfield Laboratory	dunfield.bio@gmail.com	Dunfield Laboratory			No	0								Illumina MiSeq	Level 4: Annotation-Directed	Complete	Metagenome	Engineered	Built environment	Unclassified	Tailings pond	Unclassified					No																Ft. McMurray, Alberta, Canada	wastewater	Platform 1, End-Pit Lake	Canada	56.73			-111.38			8-9				2017/3/13			0											0	0	0	0	0	0	62288404	115361	70457	0	31	32370145	51.97	62115788	99.72	0	0	114425	99.19	936	.81	165	21	49	6	82	7	771	0	0	0	115361	100	-936	-.81	0	0	0	0	0	0	0	0	0	0	69555	60.29	0	0	68015	58.96	0	0	30493	26.43	31599	27.39	82826	71.8	52428	45.45	61997	53.74	19156	16.61	95269	82.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3422	0	4612	0	0	0	0	0	0	0	20	3114420	20.53	20	0	6.1	0	0	0				0	0	0	0	0	0	
3300028742	*Microbiome	Permanent Draft	Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden	Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Palsa_E1_3	DOE Joint Genome Institute (JGI)	3300028742	Environmental	Terrestrial	Soil	Peat	Permafrost	Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden		0	0	IMG Annotation Pipeline v.4.16.4	194572	Ga0302220	Metagenome Analysis	Gp0312922	Gs0134627	2018-08-15	spades v. 3.11.1				Yes	Yes	0	2018-10-14		Primary				saleska@email.arizona.edu; houghm@email.arizona.edu; ellen.dorrepaal@umu.se; blazewicz@llnl.gov; jchanton@fsu.edu; vrich@email.arizona.edu; malak.m.tfaily@gmail.com	Scott Saleska; Moira Hough; Ellen Dorrepaal; Steven Blazewicz; Jeffrey Chanton; Virginia Rich; Malak Tfaily	saleska@email.arizona.edu	Scott Saleska	CSP-EMSL	2018	No	0				PRJNA539578	SAMN11532362			Illumina NovaSeq	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Peat	Soil	Permafrost					No														0		Sweden: Abisko, Stordalen Mire	palsa	peat	Sweden	68.3535			19.0473							2016/11/2			0											0	0	0	0	0	0	832344890	1773958	1312760	0	174	521675409	62.68	831664116	99.92	0	0	1768232	99.68	5726	.32	782	128	225	46	314	69	4944	0	0	0	1126679	63.51	641553	36.17	0	0	0	0	0	0	0	0	0	0	976250	55.03	0	0	935874	52.76	0	0	442689	24.95	452877	25.53	1315355	74.15	740570	41.75	1027662	57.93	284305	16.03	1483927	83.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4275	0	7892	0	0	0	0	0	0	53	192	4335129	177.79	162	192	61.73	1197134	1197011	1197134	503547	Unrestricted		0	0	0	0	0	0	
3300001527	*Microbiome	Permanent Draft	Permafrost and active layer microbial communities from McGill Arctic Research Station (MARS)	Permafrost active layer microbial communities from McGill Arctic Research Station, Canada - (A3-5cm-13A)- 1 week illumina	University of Tennessee	3300001527	Environmental	Terrestrial	Soil	Unclassified	Permafrost	Permafrost and active layer microbial communities from McGill Arctic Research Station (MARS)		0	0	0	15634	Ga0012981	Metagenome Analysis	Gp0057352	Gs0083722	2013-06-24		released per JGI data release policy			No	Yes	0	2019-11-01		Primary		achauha1@utk.edu	Archana Chauhan	tullis@princeton.edu	Tullis Onstott	tullis@princeton.edu	Tullis Onstott			No	0								Illumina HiSeq 2000		Complete	Metagenome	Environmental	Terrestrial	Unclassified	Soil	Permafrost					No																Canada: Axel Heiberg Island, Nunavut	Permafrost	Permafrost active layer soil	Canada	79.26			-90.46										0											0	0	0	0	0	0	180094921	769089	727039	0	13	109294498	60.69	179585883	99.72	0	0	764968	99.46	4121	.54	2136	101	667	77	1151	140	1985	0	0	0	258241	33.58	506727	65.89	0	0	0	0	0	0	0	0	0	0	335871	43.67	0	0	268304	34.89	0	0	171793	22.34	176302	22.92	588666	76.54	289101	37.59	475867	61.87	121745	15.83	643223	83.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4156	0	4833	0	0	0	0	0	0	0	58	3105084	65.32	58	0	31.23	0	0	0				0	0	0	0	0	0	
3300039303	*Microbiome	Permanent Draft	Terrestrial cyanobacterial communities with co-occurring heterotrophs from various environments and locations	Aphanocapsa lilacina HA4352-LM1 and co-occurring heterotrophs from rock surface from Maniniholo cave, near Haena, Kauai, HI, United States - 20190625_3	DOE Joint Genome Institute (JGI)	3300039303	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	Terrestrial cyanobacterial communities with co-occurring heterotrophs from various environments and locations		0	0	IMG Annotation Pipeline v.5.0.15	234093	Ga0436433	Metagenome Analysis	Gp0479574	Gs0141841	2020-05-14	metaspades v. 3.13.0				Yes	Yes	0	2020-07-13		Primary				johansen@jcu.edu; jpolle@brooklyn.cuny.edu; npietras@nmsu.edu; dbailey@nmsu.edu	Jeffrey Johansen; Juergen Polle; Nicole Pietrasiak; Donovan Bailey	npietras@nmsu.edu	Nicole Pietrasiak	CSP	2018	No	0				PRJNA677053	SAMN16773120			Illumina NovaSeq S4	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Unclassified	Rock-dwelling (subaerial biofilms)	Unclassified					No												9			9	USA: Hawaii	Rock surface	Near cave entrance, scraping from roof of cave	USA	22.2199			-159.566							2009/7/28			0											0	0	0	0	0	0	121604844	147866	38320	8	34	77385268	63.64	121415112	99.84	0	0	146546	99.11	1320	.89	118	37	34	0	47	0	1202	0	0	0	109790	74.25	36756	24.86	0	0	0	0	0	0	0	0	0	0	107245	72.53	0	0	105924	71.64	28017	19	35569	24.05	39434	26.67	107112	72.44	66790	45.17	79756	53.94	22716	15.36	123830	83.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3905	0	5389	2492	0	0	0	0	0	0	24	5066868	24.99	25	24	3.43	1266691	1266649	1266691	503837	Restricted		113661112	112886577	99.32	17020634944	16904649122	139.01	
3300015216	*Microbiome	Permanent Draft	Microbial mat communities from high arctic lakes	Freshwater microbial mat microbial communities from Canadian High Arctic Lake 9K, Kuujjuarapik, Canada - Sample L9Kb	Laval University	3300015216	Environmental	Aquatic	Freshwater	Lake	Unclassified	Microbial mat communities from high arctic lakes		0	0	IMG Annotation Pipeline v.4.14.6	121947	Ga0182875	Metagenome Analysis	Gp0209314	Gs0128895	2017-04-06	IDBA_UD	released by Adrien Vigneron			No	Yes	0	2018-11-05		Primary		avignero@gmail.com	Adrien Vigneron	avignero@gmail.com	Adrien Vigneron	avignero@gmail.com	Adrien Vigneron			No	0								Illumina MiSeq	Level 1: Standard Draft	Complete	Metagenome	Environmental	Aquatic	Lake	Freshwater	Unclassified					No																Kuujjuarapik	microbial mat	shallow microbial mat		55.275009			-77.758484							2015/7/15			0											0	0	0	0	0	0	1055569398	4354582	4339506	0	1203	614657432	58.23	1054052137	99.86	0	0	4341625	99.7	12957	.3	3748	340	1019	132	2098	159	9209	0	0	0	4354582	100	-12957	-.3	0	0	0	0	0	0	0	0	0	0	1584960	36.4	0	0	1417689	32.56	0	0	889506	20.43	896225	20.58	3445400	79.12	1452913	33.37	2888712	66.34	544868	12.51	3796757	87.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4334	0	7771	0	0	0	0	0	0	0	0	0	360.22	315	368	185.86	0	0	0				0	0	0	0	0	0	
3300036944	*Microbiome	Permanent Draft	Methane metabolizing microbial communities from different methane-rich environments from various locations	Shale gas microbial communities from Fort St. John, British Columbia, Canada - UGR 1-1	DOE Joint Genome Institute (JGI)	3300036944	Environmental	Terrestrial	Geologic	Unclassified	Unclassified	Methane metabolizing microbial communities from different methane-rich environments from various locations		0	0	IMG Annotation Pipeline v.5.0.9	221074	Ga0377190	Metagenome Analysis	Gp0406067	Gs0127566	2019-12-27	metaspades v. 3.13.0				Yes	Yes	0	2020-02-25		Primary				rlsimister@gmail.com; sean.crowe@ubc.ca; shallam@interchange.ubc.ca	rachel simister; Sean Crowe; Steven Hallam	sean.crowe@ubc.ca	Sean Crowe	CSP	2017	No	0				PRJNA620674	SAMN14511273			Illumina NovaSeq	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Unclassified	Geologic	Unclassified					No														0		Canada: British Columbia	shale gas	shale gas	Canada	56			-122							2015/10/8			0											0	0	0	0	0	0	522816160	942292	617762	11	413	264611038	50.61	521665888	99.78	0	0	933781	99.1	8511	.9	1197	243	313	76	435	130	7314	0	0	0	477482	50.67	456299	48.42	0	0	0	0	0	0	0	0	0	0	457840	48.59	0	0	430010	45.63	99015	11	191154	20.29	200389	21.27	733392	77.83	324325	34.42	609456	64.68	118615	12.59	815166	86.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4610	0	8368	3032	0	0	0	0	0	0	127	4116662	135.32	127	0	40.97	1241480	1241385	1241480	503042	Restricted		81864304	66594820	81.35	12265233348	9977498948	19.08	
